,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume
2018-01-25,14.473891258239746,127.97000122070312,159.56781005859375,249.35098266601562,97.57305908203125,58.205806732177734,17.1200008392334,127.97000122070312,168.35000610351562,283.29998779296875,124.05000305175781,79.97000122070312,17.270000457763672,129.50999450683594,169.6300048828125,284.2699890136719,124.1500015258789,80.11000061035156,17.110000610351562,127.36000061035156,167.80999755859375,282.3999938964844,122.80000305175781,79.44999694824219,17.260000228881836,128.69000244140625,169.57000732421875,284.1600036621094,123.16000366210938,79.97000122070312,2613300,15219700,28925000,84587300,12173300,4765000
2018-01-26,14.583800315856934,128.07000732421875,162.01316833496094,252.23793029785156,97.21119689941406,58.00199890136719,17.25,128.07000732421875,170.92999267578125,286.5799865722656,123.58999633789062,79.69000244140625,17.290000915527344,128.52000427246094,170.9499969482422,286.6300048828125,123.91000366210938,80.08000183105469,17.15999984741211,127.97000122070312,168.9600067138672,283.9599914550781,123.0999984741211,79.2300033569336,17.18000030517578,128.24000549316406,169.2899932861328,284.25,123.87999725341797,79.97000122070312,3436100,7828700,32038200,107743100,6462900,4966400
2018-01-29,14.541526794433594,127.3499984741211,161.2265167236328,250.5655975341797,96.53477478027344,57.22322463989258,17.200000762939453,127.3499984741211,170.10000610351562,284.67999267578125,122.7300033569336,78.62000274658203,17.229999542236328,127.62999725341797,170.91000366210938,286.42999267578125,122.97000122070312,79.48999786376953,17.1299991607666,126.91999816894531,169.74000549316406,284.5,122.30000305175781,78.56999969482422,17.209999084472656,127.58000183105469,170.57000732421875,285.92999267578125,122.97000122070312,79.4800033569336,1304500,6956400,37277800,90118300,12223000,5280200
2018-01-30,14.44007396697998,126.80000305175781,159.8995819091797,247.9955291748047,95.96843719482422,56.8083381652832,17.079999923706055,126.80000305175781,168.6999969482422,281.760009765625,122.01000213623047,78.05000305175781,17.15999984741211,127.91999816894531,169.4199981689453,284.739990234375,122.37000274658203,78.58999633789062,17.049999237060547,126.73999786376953,167.82000732421875,281.2200012207031,121.69999694824219,77.91999816894531,17.15999984741211,127.91000366210938,168.5500030517578,282.6000061035156,122.27999877929688,78.2699966430664,4444600,9736100,44987700,131796400,12064400,6937600
2018-01-31,14.456982612609863,127.6500015258789,160.5630340576172,248.11880493164062,96.53477478027344,57.82732009887695,17.100000381469727,127.6500015258789,169.39999389648438,281.8999938964844,122.7300033569336,79.44999694824219,17.1299991607666,127.8499984741211,169.99000549316406,283.29998779296875,122.93000030517578,79.4800033569336,17.0,126.4000015258789,168.33999633789062,280.67999267578125,121.94000244140625,78.0199966430664,17.09000015258789,127.44999694824219,169.64999389648438,282.7300109863281,122.87000274658203,78.2699966430664,35764200,13418900,42449200,108364800,18045100,8845500
2018-02-01,14.6007080078125,128.07000732421875,159.1981201171875,247.83700561523438,95.13568878173828,56.58271026611328,17.270000457763672,128.07000732421875,167.9600067138672,281.5799865722656,120.69999694824219,77.73999786376953,17.280000686645508,128.14999389648438,169.72999572753906,283.05999755859375,122.52999877929688,79.73999786376953,17.079999923706055,127.08000183105469,167.4199981689453,280.67999267578125,120.62999725341797,77.5999984741211,17.1200008392334,127.18000030517578,168.10000610351562,281.07000732421875,122.4800033569336,79.08999633789062,4764400,10854600,38037900,90102500,18632800,7313200
2018-02-02,14.363985061645508,126.38999938964844,156.0228729248047,242.4416961669922,94.2529525756836,56.102333068847656,16.989999771118164,126.38999938964844,164.61000061035156,275.45001220703125,119.58000183105469,77.08000183105469,17.110000610351562,126.8499984741211,167.6999969482422,280.2300109863281,120.26000213623047,77.5999984741211,16.950000762939453,125.95999908447266,164.47000122070312,275.4100036621094,119.23999786376953,76.44000244140625,17.110000610351562,126.80999755859375,167.3000030517578,280.0799865722656,120.1500015258789,77.16000366210938,2011500,16789200,68478100,173174800,23944400,11151800
2018-02-05,14.228713989257812,126.70999908447266,149.87139892578125,232.3022003173828,95.14360046386719,54.43556594848633,16.829999923706055,126.70999908447266,158.1199951171875,263.92999267578125,120.70999908447266,74.79000091552734,17.010000228881836,127.30999755859375,165.75,275.8500061035156,121.81999969482422,77.54000091552734,16.81999969482422,126.44000244140625,158.0,263.30999755859375,118.63999938964844,74.69000244140625,16.950000762939453,126.81999969482422,163.07000732421875,273.45001220703125,119.16999816894531,76.69999694824219,3294800,13596300,105372200,294681800,28606200,8861900
2018-02-06,14.144171714782715,125.37999725341797,153.8428497314453,236.87901306152344,94.55242919921875,54.44285583496094,16.729999542236328,125.37999725341797,162.30999755859375,269.1300048828125,119.95999908447266,74.80000305175781,16.860000610351562,126.55000305175781,162.50999450683594,269.70001220703125,120.87000274658203,75.19999694824219,16.719999313354492,125.22000122070312,155.10000610351562,258.70001220703125,119.72000122070312,73.08999633789062,16.739999771118164,126.54000091552734,155.80999755859375,259.94000244140625,120.41999816894531,73.55000305175781,7712100,17672500,118537900,355026800,10935400,12554100
2018-02-07,13.983538627624512,124.79000091552734,151.85243225097656,235.5940399169922,93.65389251708984,54.20994186401367,16.540000915527344,124.79000091552734,160.2100067138672,267.6700134277344,118.81999969482422,74.4800033569336,16.790000915527344,125.7699966430664,163.5500030517578,272.3599853515625,120.33000183105469,75.91999816894531,16.489999771118164,124.41000366210938,160.1999969482422,267.5799865722656,118.55999755859375,74.43000030517578,16.75,125.4800033569336,161.7899932861328,268.5,120.12999725341797,74.77999877929688,2161100,8558500,91028300,167376100,16271100,7480000
2018-02-08,13.839815139770508,124.9800033569336,145.44508361816406,226.7571258544922,93.55140686035156,52.652339935302734,16.3700008392334,124.9800033569336,153.4499969482422,257.6300048828125,118.69000244140625,72.33999633789062,16.579999923706055,125.44000244140625,160.8000030517578,268.1700134277344,119.18000030517578,74.93000030517578,16.360000610351562,124.51000213623047,153.4499969482422,257.5899963378906,117.8499984741211,72.2699966430664,16.56999969482422,124.91999816894531,160.6199951171875,268.010009765625,118.01000213623047,74.1500015258789,5035800,7343600,94184800,246449500,15155100,11116900
2018-02-09,13.636908531188965,124.7699966430664,147.9568328857422,230.16336059570312,92.96028137207031,53.96973419189453,16.1299991607666,124.7699966430664,156.10000610351562,261.5,117.94000244140625,74.1500015258789,16.329999923706055,125.13999938964844,157.24000549316406,263.6099853515625,119.08999633789062,74.73999786376953,16.010000228881836,124.38999938964844,150.1300048828125,252.9199981689453,117.79000091552734,72.05000305175781,16.309999465942383,124.6500015258789,155.6199951171875,260.79998779296875,118.11000061035156,72.79000091552734,8507700,14140700,113836600,283565300,15661600,12718500
2018-02-12,13.721451759338379,125.37000274658203,150.58230590820312,233.54315185546875,93.3701171875,53.9915771484375,16.229999542236328,125.37000274658203,158.8699951171875,265.3399963378906,118.45999908447266,74.18000030517578,16.299999237060547,125.81999969482422,159.9499969482422,267.010009765625,119.30000305175781,74.62999725341797,16.190000534057617,125.11000061035156,156.4600067138672,261.6600036621094,118.19000244140625,72.11000061035156,16.209999084472656,125.19000244140625,157.6999969482422,263.8299865722656,118.55999755859375,74.58999633789062,3396000,6984900,63050600,143736000,10944600,15209300
2018-02-13,13.74681568145752,126.08000183105469,151.3595733642578,234.12408447265625,93.78787994384766,54.370059967041016,16.260000228881836,126.08000183105469,159.69000244140625,266.0,118.98999786376953,74.69999694824219,16.290000915527344,126.18000030517578,160.00999450683594,266.6199951171875,119.01000213623047,74.91000366210938,16.15999984741211,125.5199966430664,157.72000122070312,263.30999755859375,118.38999938964844,73.5199966430664,16.190000534057617,125.66999816894531,157.9600067138672,263.9700012207031,118.61000061035156,74.01000213623047,1387300,5321300,31785600,81223600,8157600,8766100
2018-02-14,13.958175659179688,128.22999572753906,154.1935577392578,237.283935546875,92.74745178222656,53.977020263671875,16.510000228881836,128.22999572753906,162.67999267578125,269.5899963378906,117.66999816894531,74.16000366210938,16.520000457763672,128.58999633789062,162.92999267578125,270.0,118.54000091552734,74.25,16.15999984741211,126.29000091552734,158.0,264.29998779296875,117.47000122070312,73.16000366210938,16.190000534057617,126.47000122070312,158.75,264.30999755859375,118.45999908447266,74.05999755859375,4016700,16416400,52107400,120735700,12043300,8225700
2018-02-15,13.983538627624512,128.3800048828125,157.05601501464844,240.31170654296875,93.06275939941406,54.50107192993164,16.540000915527344,128.3800048828125,165.6999969482422,273.0299987792969,118.06999969482422,74.87999725341797,16.540000915527344,128.57000732421875,165.6999969482422,273.0400085449219,118.80000305175781,75.01000213623047,16.329999923706055,127.94000244140625,162.44000244140625,268.7699890136719,117.98999786376953,74.05999755859375,16.450000762939453,128.42999267578125,164.13999938964844,271.57000732421875,118.19000244140625,74.2699966430664,3893600,7276500,51633900,111200300,8222400,7359200
2018-02-16,14.00890064239502,127.95999908447266,156.35464477539062,240.38201904296875,93.56719970703125,54.799476623535156,16.56999969482422,127.95999908447266,164.9600067138672,273.1099853515625,118.70999908447266,75.29000091552734,16.600000381469727,128.6999969482422,166.75999450683594,275.32000732421875,119.20999908447266,75.66999816894531,16.479999542236328,127.56999969482422,164.67999267578125,272.2699890136719,118.33999633789062,74.81999969482422,16.510000228881836,128.3000030517578,165.16000366210938,272.32000732421875,119.04000091552734,75.11000061035156,2223600,7956900,62256300,160420100,8454100,7002400
2018-02-20,14.05117416381836,126.23999786376953,156.6674041748047,238.87701416015625,93.15735626220703,54.15171813964844,16.6200008392334,126.23999786376953,165.2899932861328,271.3999938964844,118.19000244140625,74.4000015258789,16.690000534057617,127.4000015258789,166.67999267578125,273.6700134277344,118.51000213623047,75.68000030517578,16.59000015258789,126.04000091552734,164.30999755859375,270.5,117.77999877929688,74.30999755859375,16.610000610351562,127.27999877929688,164.3800048828125,272.0299987792969,118.27999877929688,75.05999755859375,2657100,11148700,36785600,86369700,8268800,5766000
2018-02-21,14.03426456451416,125.66000366210938,156.22198486328125,237.6887664794922,92.01443481445312,53.08177185058594,16.600000381469727,125.66000366210938,164.82000732421875,270.04998779296875,116.73999786376953,72.93000030517578,16.700000762939453,126.76000213623047,167.72000122070312,274.7200012207031,118.29000091552734,74.52999877929688,16.59000015258789,125.44000244140625,164.72000122070312,269.94000244140625,116.51000213623047,72.93000030517578,16.610000610351562,126.36000061035156,166.10000610351562,271.8999938964844,118.23999786376953,74.4000015258789,2374900,7908800,41161800,98883700,12054300,7852900
2018-02-22,14.161079406738281,126.30000305175781,156.20297241210938,237.9967803955078,92.29027557373047,53.68587875366211,16.75,126.30000305175781,164.8000030517578,270.3999938964844,117.08999633789062,73.76000213623047,16.809999465942383,126.37000274658203,166.4199981689453,273.04998779296875,117.66000366210938,74.30999755859375,16.639999389648438,125.87999725341797,164.3800048828125,269.6400146484375,117.0,73.12999725341797,16.639999389648438,125.91999816894531,165.5399932861328,271.1000061035156,117.23999786376953,73.27999877929688,2693000,5346300,37074400,110511300,9317900,7412700
2018-02-23,14.25407886505127,126.13999938964844,159.3971710205078,241.7903289794922,93.1100082397461,54.54473876953125,16.860000610351562,126.13999938964844,168.1699981689453,274.7099914550781,118.12999725341797,74.94000244140625,16.860000610351562,126.30000305175781,168.1699981689453,274.7099914550781,118.30999755859375,74.95999908447266,16.719999313354492,125.8499984741211,165.4499969482422,271.25,117.72000122070312,73.91999816894531,16.75,126.05999755859375,166.1300048828125,271.7900085449219,117.87999725341797,74.02999877929688,2696100,4239700,50096900,92766400,9072900,6884100
2018-02-26,14.330166816711426,126.44999694824219,161.5108642578125,244.59803771972656,93.1415786743164,54.69758224487305,16.950000762939453,126.44999694824219,170.39999389648438,277.8999938964844,118.16999816894531,75.1500015258789,16.959999084472656,126.62000274658203,170.39999389648438,278.010009765625,118.91000366210938,75.36000061035156,16.829999923706055,126.18000030517578,168.82000732421875,275.260009765625,118.04000091552734,74.63999938964844,16.899999618530273,126.44999694824219,168.9600067138672,275.92999267578125,118.68000030517578,75.30999755859375,3158200,3194300,39266700,86491400,8771600,6336100
2018-02-27,14.186443328857422,125.12999725341797,159.51089477539062,241.5438995361328,93.00756072998047,53.42387771606445,16.780000686645508,125.12999725341797,168.2899932861328,274.42999267578125,118.0,73.4000015258789,16.920000076293945,126.1500015258789,170.72999572753906,278.9200134277344,118.66000366210938,75.3499984741211,16.780000686645508,124.58999633789062,168.2100067138672,274.3599853515625,117.26000213623047,73.37999725341797,16.920000076293945,126.05999755859375,170.4499969482422,278.1099853515625,118.5199966430664,75.30000305175781,4760600,7082300,42209900,99099200,12525700,7635400
2018-02-28,14.03426456451416,125.0,158.4872283935547,239.09703063964844,93.59871673583984,53.387451171875,16.600000381469727,125.0,167.2100067138672,271.6499938964844,118.75,73.3499984741211,16.889999389648438,125.45999908447266,169.8000030517578,276.19000244140625,118.83000183105469,74.3499984741211,16.56999969482422,124.80999755859375,167.10000610351562,271.2900085449219,118.25,73.3499984741211,16.850000381469727,125.08999633789062,169.25,275.67999267578125,118.47000122070312,73.66000366210938,3710600,4534900,42936300,121907800,9311600,9175500
2018-03-01,14.059627532958984,124.72000122070312,155.899658203125,235.62039184570312,94.23763275146484,53.43842315673828,16.6299991607666,124.72000122070312,164.47999572753906,267.70001220703125,119.31999969482422,73.41999816894531,16.670000076293945,125.30999755859375,168.07000732421875,273.1700134277344,119.62000274658203,74.30000305175781,16.40999984741211,123.58000183105469,163.0,266.0,118.1500015258789,72.83000183105469,16.520000457763672,124.1500015258789,167.3000030517578,271.4100036621094,118.43000030517578,73.19000244140625,5442800,12910100,76809900,176855100,12287700,8794700
2018-03-02,14.059627532958984,125.38999938964844,157.3308868408203,236.8350067138672,93.47154998779297,53.41657257080078,16.6299991607666,125.38999938964844,165.99000549316406,269.0799865722656,118.3499984741211,73.38999938964844,16.6299991607666,125.69000244140625,166.27999877929688,269.7200012207031,118.93000030517578,73.47000122070312,16.440000534057617,124.97000122070312,161.9600067138672,264.82000732421875,118.12000274658203,72.62000274658203,16.520000457763672,125.66999816894531,162.5,265.79998779296875,118.8499984741211,73.06999969482422,5425400,9994300,57445100,139083200,10064300,8408100
2018-03-05,14.144171714782715,125.18000030517578,159.0749053955078,239.57235717773438,93.21882629394531,54.02070617675781,16.729999542236328,125.18000030517578,167.8300018310547,272.19000244140625,118.02999877929688,74.22000122070312,16.760000228881836,125.4800033569336,168.25999450683594,272.8900146484375,118.80000305175781,74.56999969482422,16.510000228881836,124.95999908447266,164.58999633789062,267.6099853515625,117.62999725341797,73.13999938964844,16.540000915527344,125.3499984741211,165.2100067138672,267.7300109863281,118.75,73.19000244140625,2534600,5778300,38540200,97307400,5658200,5558100
2018-03-06,14.194897651672363,126.52999877929688,159.74786376953125,240.17962646484375,93.3056869506836,54.275447845458984,16.790000915527344,126.52999877929688,168.5399932861328,272.8800048828125,118.13999938964844,74.56999969482422,16.809999465942383,126.95999908447266,169.11000061035156,273.3900146484375,118.68000030517578,74.7300033569336,16.729999542236328,126.12999725341797,167.47999572753906,271.17999267578125,118.12000274658203,73.69000244140625,16.770000457763672,126.19999694824219,168.64999389648438,273.29998779296875,118.36000061035156,74.33999633789062,1780600,8676800,29480900,79213200,5452000,6039100
2018-03-07,14.042719841003418,125.72000122070312,160.11752319335938,240.09165954589844,93.20304107666016,54.61024475097656,16.610000610351562,125.72000122070312,168.92999267578125,272.7799987792969,118.01000213623047,75.02999877929688,16.770000457763672,126.29000091552734,169.07000732421875,273.17999267578125,118.68000030517578,75.08999633789062,16.510000228881836,125.41999816894531,166.9600067138672,270.20001220703125,117.95999908447266,74.19000244140625,16.739999771118164,126.22000122070312,167.25,270.4200134277344,118.56999969482422,74.2300033569336,3375200,5158700,34609400,87063500,4461800,9868300
2018-03-08,13.958175659179688,125.41999816894531,160.99900817871094,241.25355529785156,93.74006652832031,54.71215057373047,16.510000228881836,125.41999816894531,169.86000061035156,274.1000061035156,118.69000244140625,75.16999816894531,16.56999969482422,125.69999694824219,169.97999572753906,274.239990234375,118.98999786376953,75.3499984741211,16.440000534057617,125.12999725341797,168.9499969482422,272.4200134277344,118.26000213623047,74.79000091552734,16.559999465942383,125.69000244140625,169.6300048828125,273.54998779296875,118.30999755859375,75.19999694824219,2651700,3474900,25828400,66901200,7086700,6381300
2018-03-09,14.09344482421875,125.54000091552734,164.12689208984375,245.45193481445312,93.12406921386719,55.010562896728516,16.670000076293945,125.54000091552734,173.16000366210938,278.8699951171875,117.91000366210938,75.58000183105469,16.670000076293945,125.69000244140625,173.16000366210938,278.8699951171875,118.2699966430664,75.58000183105469,16.549999237060547,124.77999877929688,170.82000732421875,275.3399963378906,117.58999633789062,74.68000030517578,16.579999923706055,124.94000244140625,171.07000732421875,275.70001220703125,117.98999786376953,75.16999816894531,3346700,5066800,38310500,113625300,6570400,6293400
2018-03-12,14.068082809448242,125.54000091552734,164.99891662597656,245.1437530517578,93.66112518310547,55.250762939453125,16.639999389648438,125.54000091552734,174.0800018310547,278.5199890136719,118.58999633789062,75.91000366210938,16.639999389648438,125.56999969482422,174.47999572753906,279.9100036621094,118.66000366210938,76.08999633789062,16.469999313354492,124.83999633789062,173.27999877929688,278.0799865722656,118.19000244140625,75.37999725341797,16.600000381469727,125.04000091552734,173.6699981689453,279.20001220703125,118.30999755859375,75.62999725341797,1367100,2884300,37635000,71924800,5801300,6661400
2018-03-13,14.025810241699219,125.77999877929688,162.75250244140625,243.5594940185547,94.13494110107422,55.30170440673828,16.59000015258789,125.77999877929688,171.7100067138672,276.7200012207031,119.19000244140625,75.9800033569336,16.739999771118164,125.98999786376953,175.2100067138672,280.4100036621094,119.37000274658203,76.51000213623047,16.549999237060547,125.05000305175781,171.27000427246094,276.0299987792969,118.19000244140625,75.72000122070312,16.639999389648438,125.66999816894531,174.47999572753906,279.8399963378906,118.30999755859375,76.16000366210938,1913900,4798300,55638900,91968900,7455300,4877100
2018-03-14,14.025810241699219,125.69999694824219,162.7240447998047,242.30963134765625,94.9642562866211,55.35264205932617,16.59000015258789,125.69999694824219,171.67999267578125,275.29998779296875,120.23999786376953,76.05000305175781,16.65999984741211,125.76000213623047,172.74000549316406,278.0199890136719,120.4000015258789,76.3499984741211,16.510000228881836,125.33999633789062,170.92999267578125,274.6700134277344,119.37000274658203,75.7300033569336,16.610000610351562,125.48999786376953,172.61000061035156,277.80999755859375,119.4000015258789,75.91000366210938,1961200,3777000,40536400,105895100,10175000,5945100
